File,Type,OrigSize,CompSize,Ratio%,EncTime(ms),DecTime(ms),Correct,ShannonEntropy,MaxEntropy,RepetitionFactor
215.pdf,Huffman,536040,533501,99.53,11.110,44.042,true,7.9277,8.0000,0.1435
2160.pdf,Huffman,2199474,2184441,99.32,49.058,180.987,true,7.9043,8.0000,0.2092
22914.pdf,Huffman,1705636,1678567,98.41,47.529,139.793,true,7.8219,8.0000,0.2424
23692.pdf,Huffman,1478335,1459495,98.73,39.143,122.278,true,7.8479,8.0000,0.2274
24151.pdf,Huffman,328831,317302,96.49,9.724,25.821,true,7.6770,8.0000,0.3561
24571.pdf,Huffman,311589,296961,95.31,9.791,23.440,true,7.5860,8.0000,0.4034
25305.pdf,Huffman,1270998,1267046,99.69,25.221,121.732,true,7.9442,8.0000,0.2005
2542.pdf,Huffman,586958,577343,98.36,16.868,46.785,true,7.8273,8.0000,0.2962
2554.pdf,Huffman,2798556,2781307,99.38,58.704,230.030,true,7.9132,8.0000,0.2249
2591.pdf,Huffman,1505633,1482962,98.49,45.186,126.303,true,7.8278,8.0000,0.2596
2600.pdf,Huffman,8616799,8431279,97.85,295.155,723.046,true,7.7769,8.0000,0.4008
26184.pdf,Huffman,274541,271074,98.74,7.263,21.884,true,7.8571,8.0000,0.1900
26198.pdf,Huffman,1652910,1628604,98.53,44.157,133.844,true,7.8297,8.0000,0.2519
2641.pdf,Huffman,1032211,1022164,99.03,24.788,83.128,true,7.8807,8.0000,0.2002
2643.pdf,Huffman,865935,853803,98.60,23.117,77.410,true,7.8407,8.0000,0.2527
2701.pdf,Huffman,3135629,3111822,99.24,75.304,259.253,true,7.8960,8.0000,0.2359
2707.pdf,Huffman,2767829,2665042,96.29,90.263,212.408,true,7.6468,8.0000,0.3523
28054.pdf,Huffman,4703260,4666017,99.21,114.802,386.316,true,7.8946,8.0000,0.2720
289.pdf,Huffman,908454,903440,99.45,18.281,74.521,true,7.9201,8.0000,0.1715
29418.pdf,Huffman,310557,298744,96.20,8.545,23.008,true,7.6618,8.0000,0.4164
3011.pdf,Huffman,1202030,1189410,98.95,32.765,96.728,true,7.8706,8.0000,0.2453
30254.pdf,Huffman,2409470,2403961,99.77,46.362,197.112,true,7.9514,8.0000,0.1696
308.pdf,Huffman,686556,675676,98.42,18.773,55.163,true,7.8287,8.0000,0.2312
31516.pdf,Huffman,275555,263536,95.64,8.233,20.588,true,7.6165,8.0000,0.4059
3186.pdf,Huffman,672683,669227,99.49,14.439,54.448,true,7.9224,8.0000,0.1584
3189.pdf,Huffman,1625442,1605833,98.79,44.170,129.828,true,7.8544,8.0000,0.2295
345.pdf,Huffman,2178564,2165283,99.39,47.165,176.880,true,7.9126,8.0000,0.2055
35.pdf,Huffman,594460,587001,98.75,15.543,47.776,true,7.8569,8.0000,0.2021
36034.pdf,Huffman,1550878,1546743,99.73,30.121,128.304,true,7.9481,8.0000,0.1525
37106.pdf,Huffman,2953559,2923243,98.97,76.194,246.481,true,7.8732,8.0000,0.2526
383.pdf,Huffman,451444,448850,99.43,9.702,36.773,true,7.9186,8.0000,0.1549
394.pdf,Huffman,1069520,1060744,99.18,25.752,87.247,true,7.8923,8.0000,0.1855
4085.pdf,Huffman,2701961,2682550,99.28,73.800,225.918,true,7.9021,8.0000,0.2278
41445.pdf,Huffman,1203884,1189729,98.82,33.267,107.578,true,7.8582,8.0000,0.2453
43.pdf,Huffman,476936,473240,99.23,10.850,39.525,true,7.8962,8.0000,0.1668
4300.pdf,Huffman,3551080,3535271,99.55,75.300,308.802,true,7.9301,8.0000,0.2160
4352.pdf,Huffman,641190,639229,99.69,11.598,51.896,true,7.9442,8.0000,0.1348
46303.pdf,Huffman,2169463,2141778,98.72,58.990,173.606,true,7.8487,8.0000,0.2556
5197.pdf,Huffman,2851520,2845961,99.81,50.537,235.278,true,7.9554,8.0000,0.1807
5200.pdf,Huffman,499430,492062,98.52,11.621,39.008,true,7.8404,8.0000,0.2964
52026.pdf,Huffman,2385483,2229884,93.48,78.685,179.282,true,7.4412,8.0000,0.4189
5225.pdf,Huffman,1668181,1642755,98.48,48.693,137.435,true,7.8280,8.0000,0.2460
54279.pdf,Huffman,4738798,4547395,95.96,158.896,363.406,true,7.6208,8.0000,0.3867
55231.pdf,Huffman,4159122,3969720,95.45,138.744,314.871,true,7.5810,8.0000,0.3942
5611.pdf,Huffman,955450,942807,98.68,25.128,75.889,true,7.8455,8.0000,0.2306
56812.pdf,Huffman,4878547,4648198,95.28,165.344,366.065,true,7.5687,8.0000,0.4086
57333.pdf,Huffman,13523147,13435305,99.35,330.647,1144.704,true,7.9085,8.0000,0.4022
580.pdf,Huffman,4210772,4186298,99.42,93.876,353.524,true,7.9155,8.0000,0.2486
6130.pdf,Huffman,2538958,2464204,97.06,80.117,195.182,true,7.7154,8.0000,0.3574
62291.pdf,Huffman,4732118,4504490,95.19,168.727,367.183,true,7.5622,8.0000,0.4084
64317.pdf,Huffman,723812,720735,99.57,14.311,59.338,true,7.9285,8.0000,0.1604
6593.pdf,Huffman,5063750,5020794,99.15,125.379,438.037,true,7.8875,8.0000,0.2795
6761.pdf,Huffman,2542954,2515607,98.92,64.083,202.983,true,7.8676,8.0000,0.2464
67979.pdf,Huffman,1355938,1319665,97.32,45.203,105.828,true,7.7361,8.0000,0.3437
69087.pdf,Huffman,1293441,1264516,97.76,39.221,102.776,true,7.7747,8.0000,0.3152
7142.pdf,Huffman,2612595,2605640,99.73,52.699,215.303,true,7.9469,8.0000,0.1812
7255.pdf,Huffman,1354845,1331485,98.28,37.356,106.874,true,7.8124,8.0000,0.2603
73144.pdf,Huffman,1545952,1536291,99.38,42.795,158.797,true,7.9082,8.0000,0.1966
74.pdf,Huffman,1328881,1288121,96.93,77.831,166.937,true,7.7044,8.0000,0.3240
76.pdf,Huffman,1707695,1669295,97.75,52.563,138.158,true,7.7697,8.0000,0.2864
766.pdf,Huffman,4521227,4497984,99.49,99.736,374.497,true,7.9234,8.0000,0.2548
768.pdf,Huffman,1810359,1799224,99.38,41.189,148.172,true,7.9095,8.0000,0.2269
84.pdf,Huffman,1166435,1156446,99.14,28.249,95.870,true,7.8878,8.0000,0.2090
844.pdf,Huffman,415438,411910,99.15,10.277,37.672,true,7.8924,8.0000,0.1753
8525.pdf,Huffman,274825,271672,98.85,9.082,28.151,true,7.8722,8.0000,0.1786
8800.pdf,Huffman,1582208,1503809,95.04,67.290,151.175,true,7.5577,8.0000,0.4219
9070.pdf,Huffman,548937,539719,98.32,15.944,44.477,true,7.8221,8.0000,0.2301
98.pdf,Huffman,2151327,2125910,98.82,57.182,174.673,true,7.8579,8.0000,0.2749
999.pdf,Huffman,559354,535908,95.81,18.677,42.637,true,7.6198,8.0000,0.3764
